cdate,cp,pctlead,pctlag1,pctlag2,pctlag4,pctlag8,upf,lowf
2010-12-17,1243.910,0.255,0.084,0.703,0.278,1.647,1.002,1.007
2010-12-20,1247.080,0.603,0.255,0.339,0.442,1.531,1.002,1.010
2010-12-21,1254.600,0.338,0.603,0.859,1.568,1.752,1.002,1.018
2010-12-22,1258.840,-0.164,0.338,0.943,1.285,1.487,1.002,1.018
2010-12-23,1256.770,0.061,-0.164,0.173,1.034,1.315,1.006,1.013
2010-12-27,1257.540,0.077,0.061,-0.103,0.839,1.285,1.005,1.009
2010-12-28,1258.510,0.101,0.077,0.138,0.312,1.885,1.001,1.003
2010-12-29,1259.780,-0.151,0.101,0.178,0.075,1.361,1.000,1.003
2010-12-30,1257.880,-0.019,-0.151,-0.050,0.088,1.123,1.002,1.001
2010-12-31,1257.640,1.131,-0.019,-0.170,0.008,0.847,1.002,1.001
2011-01-03,1271.870,-0.131,1.131,1.112,1.062,1.377,1.000,1.017
2011-01-04,1270.200,0.501,-0.131,0.999,0.827,0.902,1.005,1.015
2011-01-05,1276.560,-0.212,0.501,0.369,1.485,1.575,1.004,1.020
2011-01-06,1273.850,-0.184,-0.212,0.287,1.289,1.297,1.007,1.013
2011-01-07,1271.500,-0.138,-0.184,-0.396,-0.029,1.032,1.005,1.002
2011-01-10,1269.750,0.373,-0.138,-0.322,-0.035,0.791,1.006,1.002
2011-01-11,1274.480,0.901,0.373,0.234,-0.163,1.320,1.003,1.005
2011-01-12,1285.960,-0.171,0.901,1.277,0.951,2.252,1.000,1.018
2011-01-13,1283.760,0.738,-0.171,0.728,0.964,0.935,1.005,1.016
2011-01-14,1293.240,0.138,0.738,0.566,1.850,1.814,1.004,1.023
2011-01-18,1295.020,-1.012,0.138,0.877,1.612,1.446,1.005,1.018
2011-01-19,1281.920,-0.129,-1.012,-0.875,-0.314,0.634,1.013,1.003
2011-01-20,1280.260,0.241,-0.129,-1.140,-0.273,0.689,1.015,1.004
2011-01-21,1283.350,0.584,0.241,0.112,-0.765,1.071,1.012,1.007
2011-01-24,1290.840,0.026,0.584,0.826,-0.323,1.284,1.005,1.012
2011-01-25,1291.180,0.422,0.026,0.610,0.722,0.406,1.003,1.012
2011-01-26,1296.630,0.224,0.422,0.449,1.279,1.003,1.003,1.016
2011-01-27,1299.540,-1.785,0.224,0.647,1.262,0.487,1.003,1.014
2011-01-28,1276.340,0.766,-1.785,-1.565,-1.123,-1.442,1.024,1.001
2011-01-31,1286.120,1.669,0.766,-1.033,-0.392,0.328,1.016,1.010
2011-02-01,1307.590,-0.272,1.669,2.448,0.845,2.135,1.006,1.028
2011-02-02,1304.030,0.235,-0.272,1.393,0.346,1.611,1.011,1.026
2011-02-03,1307.100,0.288,0.235,-0.037,2.410,1.260,1.011,1.029
2011-02-04,1310.870,0.624,0.288,0.525,1.924,1.525,1.008,1.020
2011-02-07,1319.050,0.418,0.624,0.914,0.876,1.729,1.001,1.015
2011-02-08,1324.570,-0.279,0.418,1.045,1.575,1.926,1.003,1.021
2011-02-09,1320.880,0.075,-0.279,0.139,1.054,3.490,1.007,1.013
2011-02-10,1321.870,0.551,0.075,-0.204,0.839,2.780,1.005,1.009
2011-02-11,1329.150,0.238,0.551,0.626,0.766,1.649,1.001,1.010
2011-02-14,1332.320,-0.323,0.238,0.791,0.585,2.169,1.002,1.012
2011-02-15,1328.010,0.626,-0.323,-0.086,0.540,1.600,1.005,1.008
2011-02-16,1336.320,0.308,0.626,0.300,1.093,1.941,1.002,1.012
2011-02-17,1340.430,0.192,0.308,0.935,0.849,1.621,1.002,1.012
2011-02-18,1343.010,-2.053,0.192,0.501,0.802,1.392,1.003,1.013
2011-02-22,1315.440,-0.611,-2.053,-1.864,-0.947,-0.412,1.028,1.002
2011-02-23,1307.400,-0.099,-0.611,-2.652,-2.164,-1.095,1.038,1.006
2011-02-24,1306.100,1.055,-0.099,-0.710,-2.561,-1.734,1.037,1.012
2011-02-25,1319.880,0.556,1.055,0.955,-1.722,-0.934,1.019,1.022
2011-02-28,1327.220,-1.574,0.556,1.617,0.896,-0.059,1.003,1.021
2011-03-01,1306.330,0.162,-1.574,-1.027,-0.082,-2.244,1.019,1.008
2011-03-02,1308.440,1.722,0.162,-1.415,0.179,-2.387,1.017,1.009
2011-03-03,1330.970,-0.738,1.722,1.886,0.840,-0.896,1.005,1.025
2011-03-04,1321.150,-0.834,-0.738,0.971,-0.457,0.434,1.013,1.017
2011-03-07,1310.130,0.892,-0.834,-1.566,0.291,0.209,1.018,1.010
2011-03-08,1321.820,-0.136,0.892,0.051,1.023,1.204,1.010,1.015
2011-03-09,1320.020,-1.887,-0.136,0.755,-0.823,0.011,1.011,1.010
2011-03-10,1295.110,0.708,-1.887,-2.021,-1.971,-2.419,1.030,1.001
2011-03-11,1304.280,-0.605,0.708,-1.192,-0.447,-0.157,1.020,1.011
2011-03-14,1296.390,-1.120,-0.605,0.099,-1.924,-0.921,1.026,1.009
2011-03-15,1281.870,-1.949,-1.120,-1.718,-2.890,-3.689,1.033,1.006
2011-03-16,1256.880,1.340,-1.949,-3.048,-2.952,-4.865,1.050,1.003
2011-03-17,1273.720,0.431,1.340,-0.636,-2.343,-2.779,1.033,1.020
2011-03-18,1279.210,1.499,0.431,1.777,-1.325,-3.224,1.019,1.022
2011-03-21,1298.380,-0.355,1.499,1.936,1.288,-1.639,1.005,1.038
2011-03-22,1293.770,0.291,-0.355,1.138,2.935,-0.103,1.013,1.034
2011-03-23,1297.540,0.934,0.291,-0.065,1.870,-0.517,1.009,1.023
2011-03-24,1309.660,0.316,0.934,1.228,2.380,1.024,1.004,1.026
2011-03-25,1313.800,-0.275,0.316,1.253,1.188,2.491,1.003,1.021
2011-03-28,1310.190,0.706,-0.275,0.040,1.269,4.241,1.008,1.016
2011-03-29,1319.440,0.668,0.706,0.429,1.688,3.589,1.004,1.018
2011-03-30,1328.260,-0.183,0.668,1.379,1.420,3.834,1.001,1.020
2011-03-31,1325.830,0.496,-0.183,0.484,0.916,2.114,1.006,1.015
2011-04-01,1332.410,0.035,0.496,0.312,1.696,2.987,1.005,1.019
2011-04-04,1332.870,-0.018,0.035,0.531,1.018,2.723,1.004,1.011
2011-04-05,1332.630,0.218,-0.018,0.017,0.329,1.754,1.003,1.006
2011-04-06,1335.540,-0.152,0.218,0.200,0.732,1.655,1.002,1.008
2011-04-07,1333.510,-0.400,-0.152,0.066,0.083,1.780,1.002,1.002
2011-04-08,1328.170,-0.279,-0.400,-0.552,-0.353,0.662,1.007,1.000
2011-04-11,1324.460,-0.778,-0.279,-0.679,-0.613,-0.286,1.011,1.001
2011-04-12,1314.160,0.019,-0.778,-1.055,-1.601,-0.880,1.021,1.002
2011-04-13,1314.410,0.008,0.019,-0.759,-1.432,-1.351,1.018,1.005
2011-04-14,1314.520,0.393,0.008,0.027,-1.028,-1.377,1.013,1.006
2011-04-15,1319.680,-1.102,0.393,0.401,-0.361,-0.972,1.004,1.008
2011-04-18,1305.140,0.573,-1.102,-0.714,-0.686,-2.276,1.014,1.001
2011-04-19,1312.620,1.351,0.573,-0.535,-0.136,-1.567,1.008,1.007
2011-04-20,1330.360,0.528,1.351,1.932,1.205,0.165,1.002,1.024
2011-04-21,1337.380,-0.159,0.528,1.886,1.341,0.975,1.005,1.031
2011-04-25,1335.250,0.898,-0.159,0.368,2.307,1.605,1.011,1.028
2011-04-26,1347.240,0.625,0.898,0.737,2.637,2.498,1.006,1.029
2011-04-27,1355.660,0.356,0.625,1.529,1.902,3.130,1.003,1.025
2011-04-28,1360.480,0.230,0.356,0.983,1.727,3.092,1.005,1.025
2011-04-29,1363.610,-0.175,0.230,0.586,2.124,4.480,1.007,1.024
2011-05-02,1361.220,-0.338,-0.175,0.054,1.038,3.703,1.006,1.011
2011-05-03,1356.620,-0.686,-0.338,-0.513,0.071,1.974,1.007,1.002
2011-05-04,1347.320,-0.907,-0.686,-1.021,-0.967,0.743,1.016,1.001
2011-05-05,1335.100,0.382,-0.907,-1.586,-2.091,-0.011,1.029,1.002
2011-05-06,1340.200,0.454,0.382,-0.528,-1.544,-0.523,1.020,1.009
2011-05-09,1346.290,0.807,0.454,0.838,-0.761,-0.691,1.010,1.012
2011-05-10,1357.160,-1.111,0.807,1.265,0.730,-0.244,1.002,1.020
2011-05-11,1342.080,0.490,-1.111,-0.313,0.523,-1.579,1.013,1.010
2011-05-12,1348.650,-0.807,0.490,-0.627,0.631,-0.923,1.008,1.010
2011-05-13,1337.770,-0.620,-0.807,-0.321,-0.633,-1.389,1.016,1.003
2011-05-16,1329.470,-0.037,-0.620,-1.422,-2.040,-1.325,1.024,1.004
2011-05-17,1328.980,0.880,-0.037,-0.657,-0.976,-0.458,1.018,1.005
2011-05-18,1340.680,0.218,0.880,0.843,-0.591,0.036,1.008,1.014
2011-05-19,1343.600,-0.769,0.218,1.100,0.436,-0.200,1.003,1.015
2011-05-20,1333.270,-1.193,-0.769,-0.553,0.286,-1.760,1.010,1.008
2011-05-23,1317.370,-0.083,-1.193,-1.952,-0.874,-1.841,1.026,1.002
2011-05-24,1316.280,0.318,-0.083,-1.274,-1.820,-2.400,1.028,1.007
2011-05-25,1320.470,0.395,0.318,0.235,-1.721,-1.293,1.020,1.012
2011-05-26,1325.690,0.408,0.395,0.715,-0.569,-0.284,1.007,1.012
2011-05-27,1331.100,1.059,0.408,0.805,1.042,0.160,1.002,1.015
2011-05-31,1345.200,-2.278,1.059,1.472,2.197,0.337,1.002,1.029
2011-06-01,1314.550,-0.122,-2.278,-1.243,-0.448,-2.162,1.026,1.006
2011-06-02,1312.940,-0.973,-0.122,-2.398,-0.962,-1.525,1.028,1.008
2011-06-03,1300.160,-1.076,-0.973,-1.095,-2.324,-1.306,1.040,1.008
2011-06-06,1286.170,-0.096,-1.076,-2.039,-4.388,-2.288,1.050,1.011
2011-06-07,1284.940,-0.419,-0.096,-1.171,-2.252,-2.691,1.031,1.008
2011-06-08,1279.560,0.738,-0.419,-0.514,-2.542,-3.480,1.029,1.009
2011-06-09,1289.000,-1.398,0.738,0.316,-0.858,-3.163,1.010,1.012
2011-06-10,1270.980,0.067,-1.398,-0.671,-1.181,-5.517,1.019,1.001
2011-06-13,1271.830,1.261,0.067,-1.332,-1.020,-3.250,1.017,1.005
2011-06-14,1287.870,-1.743,1.261,1.329,0.649,-1.909,1.006,1.018
2011-06-15,1265.420,0.175,-1.743,-0.504,-1.829,-2.672,1.024,1.006
2011-06-16,1267.640,0.305,0.175,-1.571,-0.263,-1.441,1.017,1.009
2011-06-17,1271.500,0.540,0.305,0.480,-0.026,-1.046,1.013,1.011
2011-06-20,1278.360,1.342,0.540,0.846,-0.738,-0.094,1.009,1.016
2011-06-21,1295.520,-0.647,1.342,1.889,2.379,0.506,1.001,1.033
2011-06-22,1287.140,-0.283,-0.647,0.687,1.538,1.271,1.010,1.022
2011-06-23,1283.500,-1.173,-0.283,-0.928,0.944,0.918,1.012,1.013
2011-06-24,1268.450,0.918,-1.173,-1.452,-0.775,-1.508,1.025,1.003
2011-06-27,1280.100,1.294,0.918,-0.265,-1.190,1.160,1.016,1.012
2011-06-28,1296.670,0.828,1.294,2.225,0.740,2.290,1.004,1.025
2011-06-29,1307.410,1.012,0.828,2.133,1.863,2.824,1.005,1.037
2011-06-30,1320.640,1.441,1.012,1.849,4.114,3.307,1.009,1.050
2011-07-01,1339.670,-0.134,1.441,2.467,4.654,3.408,1.007,1.056
2011-07-05,1337.880,0.100,-0.134,1.305,3.178,3.942,1.012,1.040
2011-07-06,1339.220,1.045,0.100,-0.034,2.433,4.341,1.012,1.028
2011-07-07,1353.220,-0.696,1.045,1.147,2.467,6.683,1.004,1.027
2011-07-08,1343.800,-1.809,-0.696,0.342,0.308,4.976,1.008,1.009
2011-07-11,1319.490,-0.443,-1.809,-2.493,-1.375,1.760,1.031,1.002
2011-07-12,1313.640,0.311,-0.443,-2.244,-1.910,0.477,1.038,1.007
2011-07-13,1317.720,-0.672,0.311,-0.134,-2.623,-0.221,1.033,1.015
2011-07-14,1308.870,0.555,-0.672,-0.363,-2.599,-2.299,1.028,1.010
2011-07-15,1316.140,-0.813,0.555,-0.120,-0.254,-1.625,1.005,1.006
2011-07-18,1305.440,1.631,-0.813,-0.262,-0.624,-2.522,1.012,1.002
2011-07-19,1326.730,-0.067,1.631,0.805,0.684,-1.958,1.002,1.020
2011-07-20,1325.840,1.355,-0.067,1.563,1.297,-1.337,1.006,1.020
2011-07-21,1343.800,0.091,1.355,1.287,2.102,1.842,1.004,1.035
2011-07-22,1345.020,-0.564,0.091,1.447,3.032,2.389,1.010,1.034
2011-07-25,1337.430,-0.410,-0.564,-0.474,0.806,1.496,1.011,1.014
2011-07-26,1331.940,-2.031,-0.410,-0.972,0.460,1.763,1.014,1.007
2011-07-27,1304.890,-0.323,-2.031,-2.433,-2.896,-0.855,1.044,1.001
2011-07-28,1300.670,-0.645,-0.323,-2.348,-3.297,-0.365,1.045,1.010
2011-07-29,1292.280,-0.413,-0.645,-0.966,-3.376,-2.597,1.044,1.011
2011-08-01,1286.940,-2.556,-0.413,-1.056,-3.379,-2.934,1.037,1.012
2011-08-02,1254.050,0.502,-2.556,-2.958,-3.896,-6.679,1.056,1.002
2011-08-03,1260.340,-4.782,0.502,-2.067,-3.101,-6.296,1.044,1.015
2011-08-04,1200.070,-0.057,-4.782,-4.304,-7.135,-10.270,1.104,1.006
2011-08-05,1199.380,-6.663,-0.057,-4.837,-6.804,-9.952,1.092,1.025
2011-08-08,1119.460,4.741,-6.663,-6.717,-10.732,-14.210,1.168,1.013
2011-08-09,1172.530,-4.415,4.741,-2.239,-6.967,-9.852,1.093,1.067
2011-08-10,1120.760,4.629,-4.415,0.116,-6.609,-13.273,1.101,1.028
2011-08-11,1172.640,0.526,4.629,0.009,-2.229,-8.882,1.041,1.072
2011-08-12,1178.810,2.178,0.526,5.180,5.302,-6.000,1.023,1.072
2011-08-15,1204.490,-0.974,2.178,2.716,2.726,-4.431,1.016,1.080
2011-08-16,1192.760,0.095,-0.974,1.183,6.424,-0.609,1.032,1.068
2011-08-17,1193.890,-4.459,0.095,-0.880,1.812,-0.458,1.015,1.024
2011-08-18,1140.650,-1.501,-4.459,-4.369,-3.237,1.893,1.075,1.003
2011-08-19,1123.530,0.026,-1.501,-5.893,-6.722,-4.179,1.100,1.016
2011-08-22,1123.820,3.428,0.026,-1.475,-5.780,0.273,1.085,1.030
2011-08-23,1162.350,1.312,3.428,3.455,-2.642,-0.878,1.034,1.061
2011-08-24,1177.600,-1.557,1.312,4.785,3.239,-0.103,1.009,1.068
2011-08-25,1159.270,1.512,-1.557,-0.265,3.181,-3.754,1.029,1.049
2011-08-26,1176.800,2.828,1.512,-0.068,4.714,-1.338,1.019,1.050
2011-08-29,1210.080,0.235,2.828,4.383,4.106,1.356,1.003,1.060
2011-08-30,1212.920,0.492,0.235,3.069,2.999,6.336,1.013,1.059
2011-08-31,1218.890,-1.187,0.492,0.728,5.143,8.488,1.019,1.061
2011-09-01,1204.420,-2.528,-1.187,-0.701,2.347,7.172,1.025,1.025
2011-09-02,1173.970,-0.744,-2.528,-3.685,-2.984,1.000,1.052,1.001
2011-09-06,1165.240,2.865,-0.744,-3.253,-3.931,-1.050,1.062,1.011
2011-09-07,1198.620,-1.061,2.865,2.100,-1.663,3.394,1.028,1.040
2011-09-08,1185.900,-2.671,-1.061,1.773,-1.538,0.773,1.024,1.026
2011-09-09,1154.230,0.697,-2.671,-3.703,-1.681,-4.615,1.045,1.008
2011-09-12,1162.270,0.912,0.697,-1.993,-0.255,-4.176,1.038,1.019
2011-09-13,1172.870,1.348,0.912,1.615,-2.148,-3.776,1.029,1.026
2011-09-14,1188.680,1.719,1.348,2.272,0.234,-1.307,1.009,1.037
2011-09-15,1209.110,0.571,1.719,3.090,4.755,2.993,1.006,1.062
2011-09-16,1216.010,-0.980,0.571,2.299,4.624,4.357,1.012,1.059
2011-09-19,1204.090,-0.166,-0.980,-0.415,2.662,0.456,1.021,1.032
2011-09-20,1202.090,-2.939,-0.166,-1.145,1.128,1.365,1.017,1.014
2011-09-21,1166.760,-3.188,-2.939,-3.100,-3.503,1.086,1.057,1.001
2011-09-22,1129.560,0.608,-3.188,-6.034,-7.109,-2.814,1.104,1.008
2011-09-23,1136.430,2.334,0.608,-2.600,-5.619,-3.107,1.083,1.029
2011-09-26,1162.950,1.069,2.334,2.956,-3.256,-2.165,1.041,1.049
2011-09-27,1175.380,-2.069,1.069,3.427,0.739,-2.790,1.012,1.051
2011-09-28,1151.060,0.811,-2.069,-1.022,1.903,-5.341,1.029,1.030
2011-09-29,1160.400,-2.497,0.811,-1.274,2.109,-3.628,1.020,1.026
2011-09-30,1131.420,-2.845,-2.497,-1.706,-2.711,-5.879,1.048,1.004
2011-10-03,1099.230,2.249,-2.845,-5.271,-6.479,-5.788,1.088,1.008
2011-10-04,1123.950,1.787,2.249,-0.660,-2.355,-0.497,1.046,1.031
2011-10-05,1144.030,1.830,1.787,4.076,-1.411,0.669,1.025,1.049
2011-10-06,1164.970,-0.816,1.830,3.650,2.965,0.174,1.010,1.070
2011-10-07,1155.460,3.412,-0.816,0.999,5.115,-1.695,1.025,1.060
2011-10-10,1194.890,0.054,3.412,2.568,6.312,3.808,1.007,1.077
2011-10-11,1195.540,0.979,0.054,3.469,4.503,3.028,1.014,1.059
2011-10-12,1207.250,-0.297,0.979,1.034,3.629,6.702,1.013,1.055
2011-10-13,1203.660,1.738,-0.297,0.679,4.172,9.500,1.021,1.043
2011-10-14,1224.580,-1.937,1.738,1.435,2.485,8.953,1.002,1.035
2011-10-17,1200.860,2.042,-1.937,-0.233,0.445,4.968,1.021,1.012
2011-10-18,1225.380,-1.265,2.042,0.065,1.502,5.186,1.007,1.029
2011-10-19,1209.880,0.455,-1.265,0.751,0.517,4.710,1.020,1.015
2011-10-20,1215.390,1.881,0.455,-0.815,-0.750,1.716,1.015,1.016
2011-10-21,1238.250,1.287,1.881,2.345,3.114,3.572,1.004,1.039
2011-10-24,1254.190,-2.004,1.287,3.192,2.351,3.888,1.005,1.048
2011-10-25,1229.050,1.054,-2.004,-0.743,1.584,2.109,1.026,1.026
2011-10-26,1242.000,3.429,1.054,-0.972,2.189,1.423,1.016,1.027
2011-10-27,1284.590,0.039,3.429,4.519,3.742,6.973,1.003,1.061
2011-10-28,1285.090,-2.474,0.039,3.469,2.464,4.873,1.015,1.059
2011-10-31,1253.300,-2.794,-2.474,-2.436,1.973,3.589,1.040,1.033
2011-11-01,1218.280,1.610,-2.794,-5.199,-1.910,0.238,1.074,1.011
2011-11-02,1237.900,1.878,1.610,-1.229,-3.635,-0.028,1.057,1.029
2011-11-03,1261.150,-0.628,1.878,3.519,-1.863,0.555,1.028,1.045
2011-11-04,1253.230,0.630,-0.628,1.238,-0.006,1.967,1.018,1.032
2011-11-07,1261.120,1.174,0.630,-0.002,3.516,1.539,1.014,1.039
2011-11-08,1275.920,-3.670,1.174,1.811,3.071,-0.675,1.005,1.035
2011-11-09,1229.100,0.862,-3.670,-2.539,-2.541,-4.357,1.047,1.003
2011-11-10,1239.700,1.948,0.862,-2.839,-1.080,-1.085,1.036,1.017
2011-11-11,1263.850,-0.955,1.948,2.827,0.216,3.741,1.019,1.036
2011-11-14,1251.780,0.482,-0.955,0.974,-1.892,1.121,1.027,1.027
2011-11-15,1257.810,-1.662,0.482,-0.478,2.336,-0.265,1.013,1.028
2011-11-16,1236.910,-1.680,-1.662,-1.188,-0.225,-1.302,1.027,1.006
2011-11-17,1216.130,-0.039,-1.680,-3.314,-3.776,-3.567,1.052,1.004
2011-11-18,1215.650,-1.865,-0.039,-1.719,-2.886,-4.724,1.045,1.013
2011-11-21,1192.980,-0.414,-1.865,-1.904,-5.154,-2.939,1.063,1.011
2011-11-22,1188.040,-2.210,-0.414,-2.271,-3.951,-4.167,1.048,1.011
2011-11-23,1161.790,-0.269,-2.210,-2.614,-4.468,-8.075,1.063,1.006
2011-11-25,1158.670,2.924,-0.269,-2.472,-4.687,-7.438,1.058,1.015
2011-11-28,1192.550,0.221,2.924,2.648,-0.036,-5.188,1.014,1.039
2011-11-29,1195.190,4.332,0.221,3.152,0.602,-3.373,1.013,1.041
2011-11-30,1246.960,-0.191,4.332,4.562,7.331,2.535,1.006,1.106
2011-12-01,1244.580,-0.024,-0.191,4.132,7.415,2.380,1.024,1.092
2011-12-02,1244.280,1.029,-0.024,-0.215,4.338,4.300,1.025,1.060
2011-12-05,1257.080,0.111,1.029,1.004,5.178,5.811,1.019,1.053
2011-12-06,1258.470,0.202,0.111,1.140,0.923,8.322,1.003,1.017
2011-12-07,1261.010,-2.114,0.202,0.313,1.320,8.833,1.005,1.018
2011-12-08,1234.350,1.688,-2.114,-1.917,-0.798,3.505,1.030,1.003
2011-12-09,1255.190,-1.491,1.688,-0.462,-0.150,5.020,1.014,1.017
2011-12-12,1236.470,-0.869,-1.491,0.172,-1.748,-0.841,1.029,1.008
2011-12-13,1225.730,-1.135,-0.869,-2.347,-2.798,-1.515,1.035,1.008
2011-12-14,1211.820,0.324,-1.135,-1.994,-1.825,-2.609,1.041,1.006
2011-12-15,1215.750,0.322,0.324,-0.814,-3.142,-3.288,1.037,1.015
2011-12-16,1219.660,-1.173,0.322,0.647,-1.360,-3.084,1.016,1.012
2011-12-19,1205.350,2.983,-1.173,-0.855,-1.663,-4.414,1.020,1.003
2011-12-20,1241.300,0.195,2.983,1.774,2.433,0.563,1.002,1.039
2011-12-21,1243.720,0.827,0.195,3.183,2.301,-0.914,1.009,1.041
2011-12-22,1254.000,0.904,0.827,1.023,2.816,1.418,1.011,1.047
2011-12-23,1265.330,0.008,0.904,1.738,4.976,3.231,1.013,1.053
2011-12-27,1265.430,-1.248,0.008,0.911,1.944,4.424,1.007,1.026
2011-12-28,1249.640,1.071,-1.248,-1.240,0.476,2.788,1.019,1.009
2011-12-29,1263.020,-0.429,1.071,-0.190,0.719,3.555,1.007,1.013
2011-12-30,1257.600,1.547,-0.429,0.637,-0.611,4.335,1.012,1.008
2012-01-03,1277.060,0.019,1.547,1.112,0.919,2.881,1.003,1.026
2012-01-04,1277.300,0.294,0.019,1.566,2.213,2.700,1.007,1.027
2012-01-05,1281.060,-0.254,0.294,0.313,1.428,2.158,1.007,1.023
2012-01-06,1277.810,0.226,-0.254,0.040,1.607,0.986,1.010,1.016
2012-01-09,1280.700,0.889,0.226,-0.028,0.285,1.207,1.001,1.004
2012-01-10,1292.080,0.031,0.889,1.117,1.157,3.396,1.000,1.017
2012-01-11,1292.480,0.234,0.031,0.920,0.891,2.333,1.004,1.016
2012-01-12,1295.500,-0.495,0.234,0.265,1.384,3.014,1.005,1.017
2012-01-13,1289.090,0.355,-0.495,-0.262,0.655,0.942,1.009,1.007
2012-01-17,1293.670,1.111,0.355,-0.141,0.123,1.282,1.002,1.004
2012-01-18,1308.040,0.494,1.111,1.470,1.204,2.106,1.001,1.020
2012-01-19,1314.500,0.067,0.494,1.610,1.467,2.871,1.004,1.026
2012-01-20,1315.380,0.047,0.067,0.561,2.039,2.708,1.008,1.026
2012-01-23,1316.000,-0.103,0.047,0.114,1.726,1.851,1.008,1.018
2012-01-24,1314.650,0.868,-0.103,-0.055,0.505,1.715,1.004,1.005
2012-01-25,1326.060,-0.575,0.868,0.764,0.879,2.359,1.000,1.013
2012-01-26,1318.430,-0.159,-0.575,0.288,0.232,2.276,1.006,1.007
2012-01-27,1316.330,-0.252,-0.159,-0.734,0.025,1.752,1.008,1.005
2012-01-30,1313.010,-0.046,-0.252,-0.411,-0.125,0.380,1.011,1.003
2012-01-31,1312.410,0.890,-0.046,-0.298,-1.029,-0.159,1.011,1.004
2012-02-01,1324.090,0.110,0.890,0.844,0.429,0.662,1.001,1.012
2012-02-02,1325.540,1.461,0.110,1.000,0.700,0.725,1.003,1.014
2012-02-03,1344.900,-0.042,1.461,1.572,2.429,2.301,1.002,1.034
2012-02-06,1344.330,0.202,-0.042,1.418,2.432,1.378,1.008,1.030
2012-02-07,1347.050,0.216,0.202,0.160,1.734,2.171,1.008,1.023
2012-02-08,1349.960,0.147,0.216,0.419,1.842,2.555,1.007,1.019
2012-02-09,1351.950,-0.689,0.147,0.364,0.524,2.966,1.001,1.008
2012-02-10,1342.640,0.680,-0.689,-0.542,-0.126,2.303,1.009,1.002
2012-02-13,1351.770,-0.094,0.680,-0.013,0.350,2.090,1.003,1.008
2012-02-14,1350.500,-0.538,-0.094,0.585,0.040,1.883,1.004,1.006
2012-02-15,1343.230,1.103,-0.538,-0.632,-0.645,-0.124,1.010,1.003
2012-02-16,1358.040,0.235,1.103,0.558,1.147,1.020,1.002,1.015
2012-02-17,1361.230,0.072,0.235,1.340,0.700,1.053,1.003,1.016
2012-02-21,1362.210,-0.334,0.072,0.307,0.867,0.907,1.005,1.016
2012-02-22,1357.660,0.427,-0.334,-0.262,1.074,0.422,1.009,1.011
2012-02-23,1363.460,0.167,0.427,0.092,0.399,1.551,1.001,1.006
2012-02-24,1365.740,0.135,0.167,0.595,0.331,1.033,1.001,1.007
2012-02-27,1367.590,0.336,0.135,0.303,0.395,1.265,1.002,1.008
2012-02-28,1372.180,-0.474,0.336,0.472,1.069,2.155,1.002,1.012
2012-02-29,1365.680,0.616,-0.474,-0.140,0.163,0.563,1.005,1.003
2012-03-01,1374.090,-0.325,0.616,0.139,0.611,0.945,1.001,1.009
2012-03-02,1369.630,-0.387,-0.325,0.289,0.149,0.545,1.005,1.004
2012-03-05,1364.330,-1.537,-0.387,-0.710,-0.572,0.491,1.009,1.002
2012-03-06,1343.360,0.690,-1.537,-1.918,-1.634,-1.474,1.031,1.001
2012-03-07,1352.630,0.982,0.690,-0.858,-1.562,-0.960,1.023,1.011
2012-03-08,1365.910,0.363,0.982,1.679,-0.272,-0.123,1.009,1.020
2012-03-09,1370.870,0.016,0.363,1.348,0.479,-0.095,1.006,1.024
2012-03-12,1371.090,1.813,0.016,0.379,2.064,0.396,1.009,1.024
2012-03-13,1395.950,-0.120,1.813,1.829,3.203,1.591,1.002,1.039
2012-03-14,1394.280,0.597,-0.120,1.691,2.077,1.800,1.008,1.030
2012-03-15,1402.600,0.112,0.597,0.476,2.315,2.805,1.008,1.031
2012-03-16,1404.170,0.397,0.112,0.709,2.413,4.527,1.009,1.025
2012-03-19,1409.750,-0.300,0.397,0.510,0.989,4.223,1.002,1.014
2012-03-20,1405.520,-0.187,-0.300,0.096,0.806,2.900,1.006,1.009
2012-03-21,1402.890,-0.721,-0.187,-0.487,0.021,2.336,1.005,1.002
2012-03-22,1392.780,0.311,-0.721,-0.906,-0.811,1.582,1.015,1.001
2012-03-23,1397.110,1.389,0.311,-0.412,-0.897,0.083,1.012,1.005
2012-03-26,1416.510,-0.282,1.389,1.704,0.782,1.594,1.002,1.021
2012-03-27,1412.520,-0.494,-0.282,1.103,0.686,0.707,1.007,1.019
2012-03-28,1405.540,-0.161,-0.494,-0.774,0.916,0.098,1.012,1.013
2012-03-29,1403.280,0.370,-0.161,-0.654,0.442,-0.459,1.012,1.007
2012-03-30,1408.470,0.750,0.370,0.208,-0.568,0.210,1.007,1.006
2012-04-02,1419.040,-0.399,0.750,1.123,0.462,1.151,1.001,1.015
2012-04-03,1413.380,-1.020,-0.399,0.349,0.558,1.479,1.006,1.011
2012-04-04,1398.960,-0.063,-1.020,-1.415,-0.308,0.132,1.017,1.003
2012-04-05,1398.080,-1.136,-0.063,-1.083,-0.738,-1.301,1.018,1.005
2012-04-09,1382.200,-1.708,-1.136,-1.198,-2.596,-2.147,1.033,1.004
2012-04-10,1358.590,0.745,-1.708,-2.825,-3.877,-3.340,1.051,1.004
2012-04-11,1368.710,1.378,0.745,-0.976,-2.162,-2.464,1.032,1.014
